"Player","Born","Nation","Pos","Squad","Comp","Age","MP","Min","Gls","Ast","Sh","SoT","CrdY","CrdR","PK","PKatt","Int","TklW","Fls","Fld","Crs","Off","OG","GA","Saves","SoTA","CS","G_PK","Save_pct","Player_clean","tm_name","match_name","name","club","league","position","sub_position","date_of_birth","nationality","market_value_in_eur","nineties","Gls_90","Ast_90","Sh_90","SoT_90","Int_90","TklW_90","Crs_90","GA_90","low_sample"
"Sepp van den Berg",2001,"nl NED","DF","Brentford","eng Premier League",23,32,2763,0,2,23,7,2,0,0,0,26,9,15,11,0,0,0,0,0,0,0,0,NA,"Sepp van den Berg",NA,"Sepp van den Berg","Sepp van den Berg","Brentford FC","premier-league","Defender","Centre-Back","2001-12-20","Netherlands",32000000,30.7,0,0.07,0.75,0.23,0.85,0.29,0,0,FALSE
"Serge Gnabry",1995,"de GER","MF","Bayern Munich","de Bundesliga",30,21,1219,8,6,50,17,1,0,0,0,4,10,9,6,21,6,0,0,0,0,0,8,NA,"Serge Gnabry",NA,"Serge Gnabry","Serge Gnabry","Bayern Munich","bundesliga","Attack","Second Striker","1995-07-14","Germany",18000000,13.5444444444444,0.59,0.44,3.69,1.26,0.3,0.74,1.55,0,FALSE
"Sergi Altimira",2001,"es ESP","MF","Real Betis","es La Liga",23,24,1186,1,2,7,3,3,0,0,0,20,36,14,22,3,0,0,0,0,0,0,1,NA,"Sergi Altimira",NA,"Sergi Altimira","Sergi Altimira","Real Betis Balompié","laliga","Midfield","Central Midfield","2001-08-25","Spain",20000000,13.1777777777778,0.08,0.15,0.53,0.23,1.52,2.73,0.23,0,FALSE
"Sergi Cardona",1999,"es ESP","DF","Villarreal","es La Liga",26,31,1970,1,4,18,5,4,0,0,0,37,31,28,23,75,1,0,0,0,0,0,1,NA,"Sergi Cardona",NA,"Sergi Cardona","Sergi Cardona","Villarreal CF","laliga","Defender","Left-Back","1999-07-08","Spain",9000000,21.8888888888889,0.05,0.18,0.82,0.23,1.69,1.42,3.43,0,FALSE
"Sergi Darder",1993,"es ESP","MF","Mallorca","es La Liga",31,38,2680,1,5,36,13,3,0,0,0,23,13,21,29,165,2,0,0,0,0,0,1,NA,"Sergi Darder",NA,"Sergi Darder","Sergi Darder","RCD Mallorca","laliga","Midfield","Central Midfield","1993-12-22","Spain",3000000,29.7777777777778,0.03,0.17,1.21,0.44,0.77,0.44,5.54,0,FALSE
"Sergi Roberto",1992,"es ESP","MF","Como","it Serie A",33,20,544,0,0,7,2,3,0,0,0,5,7,9,9,2,0,0,0,0,0,0,0,NA,"Sergi Roberto",NA,"Sergi Roberto","Sergi Roberto","Como 1907","serie-a","Midfield","Central Midfield","1992-02-07","Spain",1400000,6.04444444444444,0,0,1.16,0.33,0.83,1.16,0.33,0,FALSE
"Sergio Camello",2001,"es ESP","FW,MF","Rayo Vallecano","es La Liga",24,22,823,5,1,27,14,3,1,0,0,4,8,8,14,3,2,0,0,0,0,0,5,NA,"Sergio Camello",NA,"Sergio Camello","Sergio Camello","Rayo Vallecano","laliga","Attack","Centre-Forward","2001-02-10","Spain",3000000,9.14444444444444,0.55,0.11,2.95,1.53,0.44,0.87,0.33,0,FALSE
"Sergio Carreira",2000,"es ESP","MF","Celta Vigo","es La Liga",24,34,2694,2,1,16,7,2,0,0,0,27,18,20,36,32,2,0,0,0,0,0,2,NA,"Sergio Carreira",NA,"Sergio Carreira","Sergio Carreira","Celta de Vigo","laliga","Defender","Right-Back","2000-10-13","Spain",12000000,29.9333333333333,0.07,0.03,0.53,0.23,0.9,0.6,1.07,0,FALSE
"Sergio Gómez",2000,"es ESP","DF","Real Sociedad","es La Liga",24,35,2701,0,6,12,0,5,1,0,0,32,53,45,15,153,4,0,0,0,0,0,0,NA,"Sergio Gomez",NA,"Sergio Gomez","Sergio Gómez","Real Sociedad","laliga","Defender","Left-Back","2000-09-04","Spain",15000000,30.0111111111111,0,0.2,0.4,0,1.07,1.77,5.1,0,FALSE
"Sergio Herrera",1993,"es ESP","GK","Osasuna","es La Liga",32,37,3284,0,0,0,0,3,1,0,0,0,0,3,5,0,0,0,47,113,152,7,0,74.3,"Sergio Herrera",NA,"Sergio Herrera","Sergio Herrera","CA Osasuna","laliga","Goalkeeper","Goalkeeper","1993-06-05","Spain",2800000,36.4888888888889,0,0,0,0,0,0,0,1.29,FALSE
"Sergio Lozano",1999,"es ESP","MF","Levante","es La Liga",26,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,"Sergio Lozano",NA,"Sergio Lozano","Sergio Lozano","Levante UD","laliga","Midfield","Defensive Midfield","1999-03-24","Spain",1500000,0.133333333333333,0,0,0,0,0,7.5,0,0,TRUE
"Serhou Guirassy",1996,"gn GUI","FW","Dortmund","de Bundesliga",29,33,2337,17,1,84,40,3,0,1,3,0,1,37,36,4,7,0,0,0,0,0,16,NA,"Serhou Guirassy",NA,"Serhou Guirassy","Serhou Guirassy","Borussia Dortmund","bundesliga","Attack","Centre-Forward","1996-03-12","Guinea",32000000,25.9666666666667,0.65,0.04,3.23,1.54,0,0.04,0.15,0,FALSE
"Seydou Fini",2006,"it ITA","FW","Genoa","it Serie A",19,1,32,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,NA,"Seydou Fini",NA,"Seydou Fini","Seydou Fini","Genoa CFC","serie-a","Attack","Right Winger","2006-06-02","Italy",1000000,0.355555555555556,0,0,0,0,0,0,2.81,0,TRUE
"Shafiq Nandja",2007,"de GER","DF","Hamburger SV","de Bundesliga",18,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Shafiq Nandja",NA,"Shafiq Nandja","Shafiq Nandja","Hamburger SV","bundesliga","Defender","Centre-Back","2007-01-15","Germany",500000,0.166666666666667,0,0,0,0,0,0,0,0,TRUE
"Sheraldo Becker",1995,"sr SUR","FW","Mainz 05","de Bundesliga",30,23,1104,3,3,32,15,2,0,0,0,6,1,17,9,42,11,0,0,0,0,0,3,NA,"Sheraldo Becker",NA,"Sheraldo Becker","Sheraldo Becker","CA Osasuna","laliga","Attack","Left Winger","1995-02-09","Suriname",1500000,12.2666666666667,0.24,0.24,2.61,1.22,0.49,0.08,3.42,0,FALSE
"Shumaira Mheuka",2007,"eng ENG","FW","Chelsea","eng Premier League",17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Shumaira Mheuka",NA,"Shumaira Mheuka","Shumaira Mheuka","Chelsea FC","premier-league","Attack","Centre-Forward","2007-10-20","England",800000,0.0222222222222222,0,0,0,0,0,0,0,0,TRUE
"Shuto Machino",1999,"jp JPN","FW,MF","Gladbach","de Bundesliga",25,32,1076,3,1,25,11,2,0,0,0,3,5,14,11,10,9,0,0,0,0,0,3,NA,"Shuto Machino",NA,"Shuto Machino","Shuto Machino","Borussia Mönchengladbach","bundesliga","Attack","Centre-Forward","1999-09-30","Japan",4000000,11.9555555555556,0.25,0.08,2.09,0.92,0.25,0.42,0.84,0,FALSE
"Sidiki Cherif",2006,"fr FRA","FW,MF","Angers","fr Ligue 1",18,19,1157,4,0,28,12,3,0,0,0,6,3,15,16,6,11,0,0,0,0,0,4,NA,"Sidiki Cherif",NA,"Sidiki Cherif","Sidiki Chérif","Angers SCO","ligue-1","Attack","Centre-Forward","2006-12-15","Guinea",18000000,12.8555555555556,0.31,0,2.18,0.93,0.47,0.23,0.47,0,FALSE
"Silvan Widmer",1993,"ch SUI","MF","Mainz 05","de Bundesliga",32,27,1810,2,1,20,4,5,0,0,0,18,27,15,11,37,4,0,0,0,0,0,2,NA,"Silvan Widmer",NA,"Silvan Widmer","Silvan Widmer","1.FSV Mainz 05","bundesliga","Defender","Right-Back","1993-03-05","Switzerland",800000,20.1111111111111,0.1,0.05,0.99,0.2,0.9,1.34,1.84,0,FALSE
"Simon Adingra",2002,"ci CIV","MF,FW","Monaco","fr Ligue 1",23,28,1508,4,2,28,8,2,0,0,0,8,17,25,11,56,6,0,0,0,0,0,4,NA,"Simon Adingra",NA,"Simon Adingra","Simon Adingra","Sunderland AFC","premier-league","Attack","Left Winger","2002-01-01","Cote d'Ivoire",22000000,16.7555555555556,0.24,0.12,1.67,0.48,0.48,1.01,3.34,0,FALSE
"Simon Ebonog",2004,"cm CMR","MF","Le Havre","fr Ligue 1",20,30,1759,1,0,22,4,8,0,0,0,24,21,29,34,16,0,0,0,0,0,0,1,NA,"Simon Ebonog",NA,"Simon Ebonog","Simon Ebonog","Le Havre AC","ligue-1","Midfield","Central Midfield","2004-08-16","France",4500000,19.5444444444444,0.05,0,1.13,0.2,1.23,1.07,0.82,0,FALSE
"Simon Sohm",2001,"ch SUI","MF","Bologna","it Serie A",24,28,1425,0,1,9,1,3,0,0,0,9,12,24,14,7,3,0,0,0,0,0,0,NA,"Simon Sohm",NA,"Simon Sohm","Simon Sohm","Bologna Football Club 1909","serie-a","Midfield","Central Midfield","2001-04-11","Switzerland",8000000,15.8333333333333,0,0.06,0.57,0.06,0.57,0.76,0.44,0,FALSE
"Simone Canestrelli",2000,"it ITA","DF","Pisa","it Serie A",24,37,3201,1,0,16,3,4,0,0,0,33,25,42,22,12,1,0,0,0,0,0,1,NA,"Simone Canestrelli",NA,"Simone Canestrelli","Simone Canestrelli","Pisa Sporting Club","serie-a","Defender","Centre-Back","2000-09-11","Italy",4500000,35.5666666666667,0.03,0,0.45,0.08,0.93,0.7,0.34,0,FALSE
"Simone Perilli",1995,"it ITA","GK","Hellas Verona","it Serie A",30,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15,1,0,53.3,"Simone Perilli",NA,"Simone Perilli","Simone Perilli","Hellas Verona","serie-a","Goalkeeper","Goalkeeper","1995-01-07","Italy",400000,3,0,0,0,0,0,0,0,2.33,TRUE
"Simone Scuffet",1996,"it ITA","GK","Pisa","it Serie A",29,7,630,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,15,14,26,1,0,53.8,"Simone Scuffet",NA,"Simone Scuffet","Simone Scuffet","Pisa Sporting Club","serie-a","Goalkeeper","Goalkeeper","1996-05-31","Italy",900000,7,0,0,0,0,0,0,0,2.14,FALSE
"Sinaly Diomande",2001,"ci CIV","DF","Auxerre","fr Ligue 1",24,24,2131,2,2,9,4,4,1,0,0,33,17,31,26,0,2,0,0,0,0,0,2,NA,"Sinaly Diomande",NA,"Sinaly Diomande","Sinaly Diomandé","AJ Auxerre","ligue-1","Defender","Centre-Back","2001-04-09","Cote d'Ivoire",6000000,23.6777777777778,0.08,0.08,0.38,0.17,1.39,0.72,0,0,FALSE
"Sirlord Conteh",1996,"de GER","MF,FW","Heidenheim","de Bundesliga",29,15,625,2,1,10,3,1,0,0,0,4,7,7,10,17,8,0,0,0,0,0,2,NA,"Sirlord Conteh",NA,"Sirlord Conteh","Sirlord Conteh","1. Fußballclub Heidenheim 1846","bundesliga","Attack","Right Winger","1996-07-09","Germany",1200000,6.94444444444444,0.29,0.14,1.44,0.43,0.58,1.01,2.45,0,FALSE
"Skelly Alvero",2002,"fr FRA","MF","Werder Bremen","de Bundesliga",23,2,34,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,"Skelly Alvero",NA,"Skelly Alvero","Skelly Alvero","SV Werder Bremen","bundesliga","Midfield","Defensive Midfield","2002-05-04","France",2500000,0.377777777777778,0,0,0,0,2.65,0,0,0,TRUE
"Sofiane Diop",2000,"ma MAR","MF,FW","Nice","fr Ligue 1",25,33,2130,8,2,54,17,5,0,2,2,18,9,22,46,37,7,0,0,0,0,0,6,NA,"Sofiane Diop",NA,"Sofiane Diop","Sofiane Diop","OGC Nice","ligue-1","Attack","Left Winger","2000-06-09","Morocco",15000000,23.6666666666667,0.34,0.08,2.28,0.72,0.76,0.38,1.56,0,FALSE
"Solly March",1994,"eng ENG","MF","Brighton","eng Premier League",31,4,41,0,0,1,1,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,NA,"Solly March",NA,"Solly March","Solly March","Brighton & Hove Albion","premier-league","Attack","Right Winger","1994-07-20","England",1000000,0.455555555555556,0,0,2.2,2.2,0,4.39,8.78,0,TRUE
"Soriba Diaoune",2007,"fr FRA","MF","Lille","fr Ligue 1",17,10,185,1,1,10,4,0,0,0,0,1,2,5,3,5,0,0,0,0,0,0,1,NA,"Soriba Diaoune",NA,"Soriba Diaoune","Soriba Diaoune","LOSC Lille","ligue-1","Attack","Left Winger","2007-08-14","France",4000000,2.05555555555556,0.49,0.49,4.86,1.95,0.49,0.97,2.43,0,TRUE
"Sota Kawasaki",2001,"jp JPN","MF,DF","Mainz 05","de Bundesliga",24,10,309,0,0,1,0,1,0,0,0,3,5,6,2,3,0,0,0,0,0,0,0,NA,"Sota Kawasaki",NA,"Sota Kawasaki","Sota Kawasaki","1.FSV Mainz 05","bundesliga","Midfield","Defensive Midfield","2001-07-30","Japan",2000000,3.43333333333333,0,0,0.29,0,0.87,1.46,0.87,0,TRUE
"Soumaïla Coulibaly",2003,"fr FRA","DF","Brest","fr Ligue 1",21,16,1338,0,0,6,2,3,0,0,0,13,12,26,20,1,1,1,0,0,0,0,0,NA,"Soumaila Coulibaly",NA,"Soumaila Coulibaly","Soumaïla Coulibaly","Stade Brestois 29","ligue-1","Defender","Centre-Back","2003-10-14","France",6000000,14.8666666666667,0,0,0.4,0.13,0.87,0.81,0.07,0,FALSE
"Soungoutou Magassa",2003,"fr FRA","MF","West Ham United","eng Premier League",21,22,981,1,0,7,2,4,0,0,0,17,23,17,17,9,0,0,0,0,0,0,1,NA,"Soungoutou Magassa",NA,"Soungoutou Magassa","Soungoutou Magassa","West Ham United","premier-league","Midfield","Defensive Midfield","2003-10-08","France",17000000,10.9,0.09,0,0.64,0.18,1.56,2.11,0.83,0,FALSE
"Souza",2006,"br BRA","MF","Tottenham Hotspur","eng Premier League",19,4,144,0,0,1,1,1,0,0,0,2,0,3,2,3,0,0,0,0,0,0,0,NA,"Souza",NA,"Souza","Souza","Tottenham Hotspur","premier-league","Defender","Left-Back","2006-06-16","Brazil",12000000,1.6,0,0,0.62,0.62,1.25,0,1.88,0,TRUE
"Stanis Idumbo",2005,"be BEL","MF","Monaco","fr Ligue 1",20,9,216,1,1,7,2,0,0,0,0,0,3,3,2,1,0,0,0,0,0,0,1,NA,"Stanis Idumbo",NA,"Stanis Idumbo","Stanis Idumbo","Sevilla FC","laliga","Midfield","Attacking Midfield","2005-06-29","Belgium",4000000,2.4,0.42,0.42,2.92,0.83,0,1.25,0.42,0,TRUE
"Stanislav Lobotka",1994,"sk SVK","MF","Napoli","it Serie A",30,32,2431,1,1,8,4,3,0,0,0,16,16,13,45,5,0,0,0,0,0,0,1,NA,"Stanislav Lobotka",NA,"Stanislav Lobotka","Stanislav Lobotka","SSC Napoli","serie-a","Midfield","Defensive Midfield","1994-11-25","Slovakia",10000000,27.0111111111111,0.04,0.04,0.3,0.15,0.59,0.59,0.19,0,FALSE
"Steeve Kango",2006,"fr FRA","DF","Lyon","fr Ligue 1",18,4,80,0,0,0,0,0,0,0,0,0,1,1,1,7,0,0,0,0,0,0,0,NA,"Steeve Kango",NA,"Steeve Kango","Steeve Kango","Olympique Lyon","ligue-1","Defender","Right-Back","2006-12-09","France",1000000,0.888888888888889,0,0,0,0,0,1.12,7.88,0,TRUE
"Stefan Bell",1991,"de GER","DF","Mainz 05","de Bundesliga",33,18,1039,2,1,12,5,4,0,0,0,19,6,15,8,1,1,0,0,0,0,0,2,NA,"Stefan Bell",NA,"Stefan Bell","Stefan Bell","1.FSV Mainz 05","bundesliga","Defender","Centre-Back","1991-08-24","Germany",600000,11.5444444444444,0.17,0.09,1.04,0.43,1.65,0.52,0.09,0,FALSE
"Stefan Ortega",1992,"de GER","GK","Nottingham Forest","eng Premier League",32,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,1,0,66.7,"Stefan Ortega",NA,"Stefan Ortega","Stefan Ortega","Manchester City","premier-league","Goalkeeper","Goalkeeper","1992-11-06","Germany",4000000,3,0,0,0,0,0,0,0,1.33,TRUE
"Stefan Posch",1997,"at AUT","DF","Mainz 05","de Bundesliga",28,30,1788,1,0,19,6,5,0,0,0,25,25,17,18,21,1,0,0,0,0,0,1,NA,"Stefan Posch",NA,"Stefan Posch","Stefan Posch","Bologna Football Club 1909","serie-a","Defender","Centre-Back","1997-05-14","Austria",6000000,19.8666666666667,0.05,0,0.96,0.3,1.26,1.26,1.06,0,FALSE
"Stefan Schimmer",1994,"de GER","FW","Heidenheim","de Bundesliga",31,27,820,5,1,32,12,1,0,0,0,4,4,13,5,10,4,0,0,0,0,0,5,NA,"Stefan Schimmer",NA,"Stefan Schimmer","Stefan Schimmer","1. Fußballclub Heidenheim 1846","bundesliga","Attack","Centre-Forward","1994-04-28","Germany",300000,9.11111111111111,0.55,0.11,3.51,1.32,0.44,0.44,1.1,0,FALSE
"Stefan de Vrij",1992,"nl NED","DF","Inter","it Serie A",33,11,670,0,0,6,2,1,0,0,0,7,12,5,5,0,0,0,0,0,0,0,0,NA,"Stefan de Vrij",NA,"Stefan de Vrij","Stefan de Vrij","Inter Milan","serie-a","Defender","Centre-Back","1992-02-05","Netherlands",3000000,7.44444444444444,0,0,0.81,0.27,0.94,1.61,0,0,FALSE
"Stefano Moreo",1993,"it ITA","FW,MF","Pisa","it Serie A",32,37,2307,7,1,52,20,2,0,2,2,21,11,22,20,28,5,0,0,0,0,0,5,NA,"Stefano Moreo",NA,"Stefano Moreo","Stefano Moreo","Pisa Sporting Club","serie-a","Attack","Centre-Forward","1993-06-30","Italy",1200000,25.6333333333333,0.27,0.04,2.03,0.78,0.82,0.43,1.09,0,FALSE
"Stefano Sabelli",1993,"it ITA","MF,DF","Genoa","it Serie A",32,16,913,0,0,8,0,0,0,0,0,3,14,6,19,27,0,1,0,0,0,0,0,NA,"Stefano Sabelli",NA,"Stefano Sabelli","Stefano Sabelli","Genoa CFC","serie-a","Defender","Right-Back","1993-01-13","Italy",1300000,10.1444444444444,0,0,0.79,0,0.3,1.38,2.66,0,FALSE
"Stefano Turati",2001,"it ITA","GK","Sassuolo","it Serie A",23,6,532,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,15,22,2,0,68.2,"Stefano Turati",NA,"Stefano Turati","Stefano Turati","US Sassuolo","serie-a","Goalkeeper","Goalkeeper","2001-09-05","Italy",3000000,5.91111111111111,0,0,0,0,0.17,0,0,1.18,FALSE
"Stefanos Tzimas",2006,"gr GRE","FW","Brighton","eng Premier League",19,9,139,1,1,4,1,0,0,0,0,0,1,4,1,1,1,0,0,0,0,0,1,NA,"Stefanos Tzimas",NA,"Stefanos Tzimas","Stefanos Tzimas","Brighton & Hove Albion","premier-league","Attack","Centre-Forward","2006-01-06","Greece",18000000,1.54444444444444,0.65,0.65,2.59,0.65,0,0.65,0.65,0,TRUE
"Stephan El Shaarawy",1992,"it ITA","MF,FW","Roma","it Serie A",32,20,666,1,2,18,7,4,0,0,0,6,7,10,7,16,1,0,0,0,0,0,1,NA,"Stephan El Shaarawy",NA,"Stephan El Shaarawy","Stephan El Shaarawy","Associazione Sportiva Roma","serie-a","Attack","Left Winger","1992-10-27","Italy",2400000,7.4,0.14,0.27,2.43,0.95,0.81,0.95,2.16,0,FALSE
"Stephan Zagadou",2008,"fr FRA","DF","Le Havre","fr Ligue 1",16,8,495,1,0,1,1,0,1,0,0,1,5,7,1,0,0,0,0,0,0,0,1,NA,"Stephan Zagadou",NA,"Stephan Zagadou","Stephan Zagadou","Le Havre AC","ligue-1","Defender","Centre-Back","2008-10-24","France",4000000,5.5,0.18,0,0.18,0.18,0.18,0.91,0,0,FALSE
"Stole Dimitrievski",1993,"mk MKD","GK","Valencia","es La Liga",31,20,1800,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,25,52,74,5,0,70.3,"Stole Dimitrievski",NA,"Stole Dimitrievski","Stole Dimitrievski","Valencia CF","laliga","Goalkeeper","Goalkeeper","1993-12-25","North Macedonia",2000000,20,0,0,0,0,0.05,0,0,1.25,FALSE
"Strahinja Pavlović",2001,"rs SRB","DF","Milan","it Serie A",24,34,2869,5,1,26,6,4,0,0,0,20,26,30,27,15,4,0,0,0,0,0,5,NA,"Strahinja Pavlovic",NA,"Strahinja Pavlovic","Strahinja Pavlović","AC Milan","serie-a","Defender","Centre-Back","2001-05-24","Serbia",40000000,31.8777777777778,0.16,0.03,0.82,0.19,0.63,0.82,0.47,0,FALSE
"Suat Serdar",1997,"de GER","MF","Hellas Verona","it Serie A",28,20,1108,2,0,19,7,3,0,0,0,10,20,19,12,7,1,0,0,0,0,0,2,NA,"Suat Serdar",NA,"Suat Serdar","Suat Serdar","Hellas Verona","serie-a","Midfield","Central Midfield","1997-04-11","Germany",2800000,12.3111111111111,0.16,0,1.54,0.57,0.81,1.62,0.57,0,FALSE
"Sven Botman",2000,"nl NED","DF","Newcastle United","eng Premier League",25,25,1835,1,1,15,4,2,0,0,0,25,14,13,19,2,1,1,0,0,0,0,1,NA,"Sven Botman",NA,"Sven Botman","Sven Botman","Newcastle United","premier-league","Defender","Centre-Back","2000-01-12","Netherlands",35000000,20.3888888888889,0.05,0.05,0.74,0.2,1.23,0.69,0.1,0,FALSE
"Sven Ulreich",1988,"de GER","GK","Bayern Munich","de Bundesliga",36,1,90,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,6,7,0,0,85.7,"Sven Ulreich",NA,"Sven Ulreich","Sven Ulreich","Bayern Munich","bundesliga","Goalkeeper","Goalkeeper","1988-08-03","Germany",500000,1,0,0,0,0,0,0,0,1,TRUE
"Séamus Coleman",1988,"ie IRL","DF","Everton","eng Premier League",36,5,21,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,NA,"Seamus Coleman",NA,"Seamus Coleman","Séamus Coleman","Everton FC","premier-league","Defender","Right-Back","1988-10-11","Ireland",200000,0.233333333333333,0,0,0,0,0,0,12.86,0,TRUE
"Sékou Doucoure",2005,"fr FRA","DF","Nantes","fr Ligue 1",20,2,135,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,NA,"Sekou Doucoure",NA,"Sekou Doucoure","Sékou Doucouré","FC Nantes","ligue-1","Defender","Centre-Back","2005-04-26","Mali",150000,1.5,0,0,0.67,0,3.33,0,0,0,TRUE
"Taichi Hara",1999,"jp JPN","FW","St Pauli","de Bundesliga",26,4,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Taichi Hara",NA,"Taichi Hara","Taichi Hara","FC St. Pauli","bundesliga","Attack","Centre-Forward","1999-05-05","Japan",1000000,0.3,0,0,3.33,0,0,0,0,0,TRUE
"Taiwo Awoniyi",1997,"ng NGA","FW","Nottingham Forest","eng Premier League",27,17,494,4,1,15,8,2,0,0,0,1,1,10,7,1,6,0,0,0,0,0,4,NA,"Taiwo Awoniyi",NA,"Taiwo Awoniyi","Taiwo Awoniyi","Nottingham Forest","premier-league","Attack","Centre-Forward","1997-08-12","Nigeria",8000000,5.48888888888889,0.73,0.18,2.73,1.46,0.18,0.18,0.18,0,FALSE
"Tajon Buchanan",1999,"ca CAN","MF","Villarreal","es La Liga",26,34,1819,7,1,27,11,8,0,0,0,22,19,18,36,33,8,0,0,0,0,0,7,NA,"Tajon Buchanan",NA,"Tajon Buchanan","Tajon Buchanan","Villarreal CF","laliga","Attack","Right Winger","1999-02-08","Canada",12000000,20.2111111111111,0.35,0.05,1.34,0.54,1.09,0.94,1.63,0,FALSE
"Takefusa Kubo",2001,"jp JPN","MF","Real Sociedad","es La Liga",24,24,1503,2,4,28,12,2,0,0,0,10,18,9,51,39,11,0,0,0,0,0,2,NA,"Takefusa Kubo",NA,"Takefusa Kubo","Takefusa Kubo","Real Sociedad","laliga","Attack","Right Winger","2001-06-04","Japan",20000000,16.7,0.12,0.24,1.68,0.72,0.6,1.08,2.34,0,FALSE
"Takuma Asano",1994,"jp JPN","MF,FW","Mallorca","es La Liga",30,20,664,1,0,17,2,2,0,0,0,1,10,9,10,14,8,0,0,0,0,0,1,NA,"Takuma Asano",NA,"Takuma Asano","Takuma Asano","RCD Mallorca","laliga","Attack","Right Winger","1994-11-10","Japan",1500000,7.37777777777778,0.14,0,2.3,0.27,0.14,1.36,1.9,0,FALSE
"Takumi Minamino",1995,"jp JPN","MF","Monaco","fr Ligue 1",30,15,944,3,2,21,7,4,0,0,0,3,3,10,8,8,3,0,0,0,0,0,3,NA,"Takumi Minamino",NA,"Takumi Minamino","Takumi Minamino","AS Monaco","ligue-1","Attack","Left Winger","1995-01-16","Japan",10000000,10.4888888888889,0.29,0.19,2,0.67,0.29,0.29,0.76,0,FALSE
"Tanguy Ndombele",1996,"fr FRA","MF","Nice","fr Ligue 1",28,8,275,0,1,5,1,0,0,0,0,1,1,1,7,1,0,0,0,0,0,0,0,NA,"Tanguy Ndombele",NA,"Tanguy Ndombele","Tanguy Ndombélé","OGC Nice","ligue-1","Midfield","Central Midfield","1996-12-28","France",2500000,3.05555555555556,0,0.33,1.64,0.33,0.33,0.33,0.33,0,TRUE
"Tanguy Nianzou",2002,"fr FRA","DF","Sevilla","es La Liga",23,12,655,0,0,9,0,5,1,0,0,4,10,15,6,0,0,0,0,0,0,0,0,NA,"Tanguy Nianzou",NA,"Tanguy Nianzou","Tanguy Nianzou","Sevilla FC","laliga","Defender","Centre-Back","2002-06-07","France",1200000,7.27777777777778,0,0,1.24,0,0.55,1.37,0,0,FALSE
"Tani Oluwaseyi",2000,"ca CAN","FW","Villarreal","es La Liga",25,27,901,2,2,16,7,1,0,0,0,1,5,11,8,3,10,0,0,0,0,0,2,NA,"Tani Oluwaseyi",NA,"Tani Oluwaseyi","Tani Oluwaseyi","Villarreal CF","laliga","Attack","Centre-Forward","2000-05-15","Canada",7000000,10.0111111111111,0.2,0.2,1.6,0.7,0.1,0.5,0.3,0,FALSE
"Tanner Tessmann",2001,"us USA","MF","Lyon","fr Ligue 1",23,29,1953,1,0,26,8,2,0,0,0,13,21,21,19,17,3,0,0,0,0,0,1,NA,"Tanner Tessmann",NA,"Tanner Tessmann","Tanner Tessmann","Olympique Lyon","ligue-1","Midfield","Defensive Midfield","2001-09-24","United States",10000000,21.7,0.05,0,1.2,0.37,0.6,0.97,0.78,0,FALSE
"Tarik Muharemovic",2003,"ba BIH","DF","Sassuolo","it Serie A",22,32,2835,2,2,20,7,7,0,0,0,45,24,24,20,2,0,2,0,0,0,0,2,NA,"Tarik Muharemovic",NA,"Tarik Muharemovic","Tarik Muharemović","US Sassuolo","serie-a","Defender","Centre-Back","2003-02-28","Bosnia-Herzegovina",25000000,31.5,0.06,0.06,0.63,0.22,1.43,0.76,0.06,0,FALSE
"Tariq Lamptey",2000,"gh GHA","MF","Fiorentina","it Serie A",24,2,25,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,NA,"Tariq Lamptey",NA,"Tariq Lamptey","Tariq Lamptey","ACF Fiorentina","serie-a","Defender","Right-Back","2000-09-30","Ghana",3000000,0.277777777777778,0,0,0,0,0,7.2,3.6,0,TRUE
"Tawanda Chirewa",2003,"zw ZIM","MF","Wolves","eng Premier League",21,2,27,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,NA,"Tawanda Chirewa",NA,"Tawanda Chirewa","Tawanda Chirewa","Wolverhampton Wanderers","premier-league","Midfield","Attacking Midfield","2003-10-12","Zimbabwe",450000,0.3,0,0,0,0,0,0,0,0,TRUE
