"Player","Born","Nation","Pos","Squad","Comp","Age","MP","Min","Gls","Ast","Sh","SoT","CrdY","CrdR","Player_clean","tm_name","match_name","name","club","league","position","sub_position","date_of_birth","nationality","market_value_in_eur"
"Juan Rodríguez",2005,"uy URU","DF","Cagliari","it Serie A",20,17,1310,1,0,3,2,3,0,"Juan Rodriguez",NA,"Juan Rodriguez","Juan Rodríguez","Cagliari Calcio","serie-a","Defender","Centre-Back",2005-05-30,"Uruguay",10000000
"Juanlu Sánchez",2003,"es ESP","MF,DF","Sevilla","es La Liga",21,32,1990,0,3,14,1,6,1,"Juanlu Sanchez",NA,"Juanlu Sanchez","Juanlu Sánchez","Sevilla FC","laliga","Defender","Right-Back",2003-08-15,"Spain",10000000
"Juanmi",1993,"es ESP","FW,MF","Getafe","es La Liga",32,8,179,1,0,2,1,0,0,"Juanmi",NA,"Juanmi","Juanmi","Getafe CF","laliga","Attack","Left Winger",1993-05-20,"Spain",1000000
"Jude Bellingham",2003,"eng ENG","MF","Real Madrid","es La Liga",22,28,1916,6,4,51,26,3,0,"Jude Bellingham",NA,"Jude Bellingham","Jude Bellingham","Real Madrid","laliga","Midfield","Attacking Midfield",2003-06-29,"England",130000000
"Julen Agirrezabala",2000,"es ESP","GK","Valencia","es La Liga",24,18,1620,0,0,0,0,1,0,"Julen Agirrezabala",NA,"Julen Agirrezabala","Julen Agirrezabala","Valencia CF","laliga","Goalkeeper","Goalkeeper",2000-12-26,"Spain",9000000
"Jules Koundé",1998,"fr FRA","DF","Barcelona","es La Liga",26,30,2261,1,3,14,4,6,0,"Jules Kounde",NA,"Jules Kounde","Jules Koundé","FC Barcelona","laliga","Defender","Right-Back",1998-11-12,"France",60000000
"Julian Brandt",1996,"de GER","MF,FW","Dortmund","de Bundesliga",29,29,1606,7,4,38,18,0,0,"Julian Brandt",NA,"Julian Brandt","Julian Brandt","Borussia Dortmund","bundesliga","Midfield","Attacking Midfield",1996-05-02,"Germany",15000000
"Julian Niehues",2001,"de GER","MF","Heidenheim","de Bundesliga",24,24,1383,3,0,18,5,1,0,"Julian Niehues",NA,"Julian Niehues","Julian Niehues","1. Fußballclub Heidenheim 1846","bundesliga","Midfield","Defensive Midfield",2001-04-17,"Germany",1500000
"Julian Ryerson",1997,"no NOR","MF","Dortmund","de Bundesliga",27,31,2266,0,15,12,1,8,0,"Julian Ryerson",NA,"Julian Ryerson","Julian Ryerson","Borussia Dortmund","bundesliga","Defender","Right-Back",1997-11-17,"Norway",25000000
"Julien Le Cardinal",1997,"fr FRA","DF","Brest","fr Ligue 1",27,5,328,1,0,5,2,1,0,"Julien Le Cardinal",NA,"Julien Le Cardinal","Julien Le Cardinal","Stade Brestois 29","ligue-1","Defender","Centre-Back",1997-08-03,"France",1500000
"Julien López",1992,"dz ALG","FW,MF","Paris FC","fr Ligue 1",33,5,45,0,0,0,0,0,0,"Julien Lopez",NA,"Julien Lopez","Julien Lopez","Paris FC","ligue-1","Attack","Left Winger",1992-03-01,"Algeria",150000
"Julio Enciso",2004,"py PAR","MF,FW","Strasbourg","fr Ligue 1",21,27,1883,3,6,61,22,2,0,"Julio Enciso",NA,"Julio Enciso","Julio Enciso","RC Strasbourg Alsace","ligue-1","Midfield","Attacking Midfield",2004-01-23,"Paraguay",25000000
"Julio Soler",2005,"ar ARG","DF","Bournemouth","eng Premier League",20,3,35,0,0,0,0,0,0,"Julio Soler",NA,"Julio Soler","Julio Soler","AFC Bournemouth","premier-league","Defender","Left-Back",2005-02-16,"Argentina",8000000
"Julián Malatini",2001,"ar ARG","DF","Werder Bremen","de Bundesliga",24,11,516,0,0,2,0,3,0,"Julian Malatini",NA,"Julian Malatini","Julián Malatini","SV Werder Bremen","bundesliga","Defender","Centre-Back",2001-05-31,"Argentina",2000000
"Julián Vignolo",2006,"ar ARG","MF","Toulouse","fr Ligue 1",18,13,195,2,0,8,7,0,0,"Julian Vignolo",NA,"Julian Vignolo","Julián Vignolo","FC Toulouse","ligue-1","Attack","Centre-Forward",2006-12-07,"Argentina",1500000
"Julián Álvarez",2000,"ar ARG","FW","Atlético Madrid","es La Liga",25,29,1895,8,4,54,26,2,0,"Julian Alvarez",NA,"Julian Alvarez","Julián Alvarez","Atlético de Madrid","laliga","Attack","Centre-Forward",2000-01-31,"Argentina",100000000
"Junior Adamu",2001,"at AUT","FW","Freiburg","de Bundesliga",24,9,446,1,1,8,3,1,0,"Junior Adamu",NA,"Junior Adamu","Junior Adamu","SC Freiburg","bundesliga","Attack","Centre-Forward",2001-06-06,"Austria",3000000
"Junior Ajayi",2004,"ci CIV","FW","Hellas Verona","it Serie A",20,1,1,0,0,0,0,0,0,"Junior Ajayi",NA,"Junior Ajayi","Junior Ajayi","Hellas Verona","serie-a","Attack","Centre-Forward",2004-10-11,"Cote d'Ivoire",300000
"Junior Diaz",2003,"ci CIV","DF","Brest","fr Ligue 1",22,20,1562,0,0,7,1,4,0,"Junior Diaz",NA,"Junior Diaz","Junior Diaz","Stade Brestois 29","ligue-1","Defender","Centre-Back",2003-07-23,"Cote d'Ivoire",6000000
"Junior Dina Ebimbe",2000,"cm CMR","MF","Brest","fr Ligue 1",24,27,1165,5,0,27,9,3,0,"Junior Dina Ebimbe",NA,"Junior Dina Ebimbe","Junior Dina Ebimbe","Stade Brestois 29","ligue-1","Midfield","Right Midfield",2000-11-21,"Cameroon",6000000
"Junior Firpo",1996,"do DOM","DF","Real Betis","es La Liga",28,12,827,0,1,5,0,2,0,"Junior Firpo",NA,"Junior Firpo","Junior Firpo","Real Betis Balompié","laliga","Defender","Left-Back",1996-08-22,"Dominican Republic",3500000
"Junior Messias",1991,"br BRA","MF","Genoa","it Serie A",34,20,685,3,1,19,7,1,0,"Junior Messias",NA,"Junior Messias","Junior Messias","Genoa CFC","serie-a","Attack","Right Winger",1991-05-13,"Brazil",1100000
"Junior Mwanga",2003,"fr FRA","MF","Nantes","fr Ligue 1",22,20,1637,1,1,10,3,2,1,"Junior Mwanga",NA,"Junior Mwanga","Junior Mwanga","RC Strasbourg Alsace","ligue-1","Midfield","Defensive Midfield",2003-05-11,"France",6000000
"Jurgen Ekkelenkamp",2000,"nl NED","MF","Udinese","it Serie A",25,31,2186,5,3,33,15,1,0,"Jurgen Ekkelenkamp",NA,"Jurgen Ekkelenkamp","Jurgen Ekkelenkamp","Udinese Calcio","serie-a","Midfield","Central Midfield",2000-04-05,"Netherlands",10000000
"Jurriën Timber",2001,"nl NED","DF","Arsenal","eng Premier League",24,30,2454,3,5,25,7,5,0,"Jurrien Timber",NA,"Jurrien Timber","Jurriën Timber","Arsenal FC","premier-league","Defender","Right-Back",2001-06-17,"Netherlands",70000000
"Justin Bourgault",2005,"fr FRA","FW","Brest","fr Ligue 1",19,1,16,0,0,1,0,0,0,"Justin Bourgault",NA,"Justin Bourgault","Justin Bourgault","Stade Brestois 29","ligue-1","Defender","Left-Back",2005-09-14,"France",600000
"Justin Devenny",2003,"nir NIR","MF,FW","Crystal Palace","eng Premier League",21,21,796,1,0,13,4,0,0,"Justin Devenny",NA,"Justin Devenny","Justin Devenny","Crystal Palace","premier-league","Midfield","Attacking Midfield",2003-10-11,"Northern Ireland",12000000
"Justin Kluivert",1999,"nl NED","MF","Bournemouth","eng Premier League",26,20,952,2,0,17,4,5,0,"Justin Kluivert",NA,"Justin Kluivert","Justin Kluivert","AFC Bournemouth","premier-league","Midfield","Attacking Midfield",1999-05-05,"Netherlands",25000000
"Justin Njinmah",2000,"de GER","FW,MF","Werder Bremen","de Bundesliga",24,33,1947,5,0,62,23,2,0,"Justin Njinmah",NA,"Justin Njinmah","Justin Njinmah","SV Werder Bremen","bundesliga","Attack","Right Winger",2000-11-15,"Germany",5000000
"Jusuf Gazibegović",2000,"ba BIH","DF","Köln","de Bundesliga",25,1,23,0,0,0,0,0,0,"Jusuf Gazibegovic",NA,"Jusuf Gazibegovic","Jusuf Gazibegovic","1.FC Köln","bundesliga","Defender","Right-Back",2000-03-11,"Bosnia-Herzegovina",2000000
"Jérémy Jacquet",2005,"fr FRA","DF","Rennes","fr Ligue 1",20,19,1671,0,0,11,3,6,1,"Jeremy Jacquet",NA,"Jeremy Jacquet","Jérémy Jacquet","Stade Rennais FC","ligue-1","Defender","Centre-Back",2005-07-13,"France",55000000
"Jørgen Strand Larsen",2000,"no NOR","FW","Wolves","eng Premier League",25,36,2307,4,1,44,14,4,0,"Jorgen Strand Larsen",NA,"Jorgen Strand Larsen","Jørgen Strand Larsen","Wolverhampton Wanderers","premier-league","Attack","Centre-Forward",2000-02-06,"Norway",40000000
"Kacper Potulski",2007,"pl POL","DF","Mainz 05","de Bundesliga",17,15,1065,1,0,14,5,3,0,"Kacper Potulski",NA,"Kacper Potulski","Kacper Potulski","1.FSV Mainz 05","bundesliga","Defender","Centre-Back",2007-10-19,"Poland",18000000
"Kaden Rodney",2004,"eng ENG","DF,MF","Crystal Palace","eng Premier League",20,1,4,0,0,0,0,0,0,"Kaden Rodney",NA,"Kaden Rodney","Kaden Rodney","Crystal Palace","premier-league","Midfield","Defensive Midfield",2004-10-07,"England",200000
"Kader Meïté",2007,"fr FRA","FW","Rennes","fr Ligue 1",17,17,535,3,2,22,7,0,0,"Kader Meite",NA,"Kader Meite","Kader Meïté","Stade Rennais FC","ligue-1","Attack","Centre-Forward",2007-10-11,"Cote d'Ivoire",18000000
"Kai Havertz",1999,"de GER","FW,MF","Arsenal","eng Premier League",26,12,581,2,3,18,4,1,0,"Kai Havertz",NA,"Kai Havertz","Kai Havertz","Arsenal FC","premier-league","Attack","Centre-Forward",1999-06-11,"Germany",55000000
"Kaishu Sano",2000,"jp JPN","MF","Mainz 05","de Bundesliga",24,34,3059,1,2,24,6,1,0,"Kaishu Sano",NA,"Kaishu Sano","Kaishu Sano","1.FSV Mainz 05","bundesliga","Midfield","Defensive Midfield",2000-12-30,"Japan",40000000
"Kamaldeen Sulemana",2002,"gh GHA","MF","Atalanta","it Serie A",23,25,1011,2,1,25,10,4,0,"Kamaldeen Sulemana",NA,"Kamaldeen Sulemana","Kamaldeen Sulemana","Atalanta BC","serie-a","Attack","Left Winger",2002-02-15,"Ghana",17000000
"Kamil Grabara",1999,"pl POL","GK","Wolfsburg","de Bundesliga",26,34,3060,0,0,1,0,1,0,"Kamil Grabara",NA,"Kamil Grabara","Kamil Grabara","VfL Wolfsburg","bundesliga","Goalkeeper","Goalkeeper",1999-01-08,"Poland",12000000
"Kamory Doumbia",2003,"ml MLI","MF","Brest","fr Ligue 1",22,24,1750,5,4,43,14,6,0,"Kamory Doumbia",NA,"Kamory Doumbia","Kamory Doumbia","Stade Brestois 29","ligue-1","Midfield","Attacking Midfield",2003-02-18,"Mali",9000000
"Kaoru Mitoma",1997,"jp JPN","MF,FW","Brighton","eng Premier League",28,25,1721,3,1,32,13,5,0,"Kaoru Mitoma",NA,"Kaoru Mitoma","Kaoru Mitoma","Brighton & Hove Albion","premier-league","Attack","Left Winger",1997-05-20,"Japan",22000000
"Kareem Tunde",2005,"es ESP","MF","Levante","es La Liga",19,21,1133,0,1,21,3,3,0,"Kareem Tunde",NA,"Kareem Tunde","Kareem Tunde","Levante UD","laliga","Attack","Right Winger",2005-08-19,"Spain",2000000
"Karim Adeyemi",2002,"de GER","MF,FW","Dortmund","de Bundesliga",23,28,1195,7,4,31,14,5,0,"Karim Adeyemi",NA,"Karim Adeyemi","Karim Adeyemi","Borussia Dortmund","bundesliga","Attack","Right Winger",2002-01-18,"Germany",40000000
"Karl Darlow",1990,"wls WAL","GK","Leeds United","eng Premier League",34,22,1980,0,0,0,0,1,0,"Karl Darlow",NA,"Karl Darlow","Karl Darlow","Leeds United","premier-league","Goalkeeper","Goalkeeper",1990-10-08,"Wales",200000
"Karl Etta Eyong",2003,"cm CMR","FW","Levante","es La Liga",21,33,1672,7,4,50,24,3,0,"Karl Etta Eyong",NA,"Karl Etta Eyong","Karl Etta Eyong","Levante UD","laliga","Attack","Centre-Forward",2003-10-14,"Cameroon",15000000
"Karl-Johan Johnsson",1990,"se SWE","GK","Strasbourg","fr Ligue 1",35,1,90,0,0,0,0,0,0,"Karl-Johan Johnsson",NA,"Karl-Johan Johnsson","Karl-Johan Johnsson","RC Strasbourg Alsace","ligue-1","Goalkeeper","Goalkeeper",1990-01-28,"Sweden",200000
"Karol Mets",1993,"ee EST","DF","St Pauli","de Bundesliga",32,23,1932,1,0,7,1,3,0,"Karol Mets",NA,"Karol Mets","Karol Mets","FC St. Pauli","bundesliga","Defender","Centre-Back",1993-05-16,"Estonia",600000
"Kassoum Ouattara",2004,"fr FRA","MF,DF","Monaco","fr Ligue 1",20,15,967,0,3,12,0,3,0,"Kassoum Ouattara",NA,"Kassoum Ouattara","Kassoum Ouattara","AS Monaco","ligue-1","Defender","Left-Back",2004-10-14,"France",12000000
"Kauã Santos",2003,"br BRA","GK","Eintracht Frankfurt","de Bundesliga",22,13,1084,0,0,0,0,0,0,"Kaua Santos",NA,"Kaua Santos","Kauã Santos","Eintracht Frankfurt","bundesliga","Goalkeeper","Goalkeeper",2003-04-11,"Brazil",7000000
"Kaïl Boudache",2006,"fr FRA","MF,FW","Nice","fr Ligue 1",19,13,531,1,0,13,2,1,0,"Kail Boudache",NA,"Kail Boudache","Kaïl Boudache","OGC Nice","ligue-1","Attack","Right Winger",2006-06-15,"Algeria",5000000
"Keane Lewis-Potter",2001,"eng ENG","DF,MF","Brentford","eng Premier League",24,36,1972,3,3,31,9,1,0,"Keane Lewis-Potter",NA,"Keane Lewis-Potter","Keane Lewis-Potter","Brentford FC","premier-league","Midfield","Left Midfield",2001-02-22,"England",25000000
"Keinan Davis",1998,"eng ENG","FW","Udinese","it Serie A",27,30,2065,10,4,50,25,5,0,"Keinan Davis",NA,"Keinan Davis","Keinan Davis","Udinese Calcio","serie-a","Attack","Centre-Forward",1998-02-13,"England",10000000
"Keke Topp",2004,"de GER","FW","Werder Bremen","de Bundesliga",21,20,638,1,1,25,3,4,0,"Keke Topp",NA,"Keke Topp","Keke Topp","SV Werder Bremen","bundesliga","Attack","Centre-Forward",2004-03-25,"Germany",3000000
"Kelvin Amian",1998,"fr FRA","DF","Nantes","fr Ligue 1",27,23,1961,0,1,10,2,3,0,"Kelvin Amian",NA,"Kelvin Amian","Kelvin Amian","FC Nantes","ligue-1","Defender","Right-Back",1998-02-08,"France",2000000
"Kenan Yıldız",2005,"tr TUR","MF,FW","Juventus","it Serie A",20,36,2825,10,6,97,40,2,0,"Kenan Yildiz",NA,"Kenan Yildiz","Kenan Yıldız","Juventus FC","serie-a","Attack","Left Winger",2005-05-04,"Türkiye",75000000
"Kendry Páez",2007,"ec ECU","MF,FW","Strasbourg","fr Ligue 1",18,15,424,1,0,10,4,0,0,"Kendry Paez",NA,"Kendry Paez","Kendry Páez","RC Strasbourg Alsace","ligue-1","Midfield","Attacking Midfield",2007-05-04,"Ecuador",8000000
"Kenneth Taylor",2002,"nl NED","MF","Lazio","it Serie A",23,17,1394,3,2,16,6,5,0,"Kenneth Taylor",NA,"Kenneth Taylor","Kenneth Taylor","Società Sportiva Lazio S.p.A.","serie-a","Midfield","Central Midfield",2002-05-16,"Netherlands",25000000
"Kenny Lala",1991,"mg MAD","DF","Brest","fr Ligue 1",33,32,2791,0,3,8,1,4,0,"Kenny Lala",NA,"Kenny Lala","Kenny Lala","Stade Brestois 29","ligue-1","Defender","Right-Back",1991-10-03,"France",1500000
"Kenny Quetant",2006,"fr FRA","FW","Le Havre","fr Ligue 1",19,9,372,1,0,8,2,1,0,"Kenny Quetant",NA,"Kenny Quetant","Kenny Quetant","Le Havre AC","ligue-1","Attack","Centre-Forward",2006-07-17,"France",3000000
"Kenny Tete",1995,"nl NED","DF","Fulham","eng Premier League",29,22,1791,1,0,16,3,2,0,"Kenny Tete",NA,"Kenny Tete","Kenny Tete","Fulham FC","premier-league","Defender","Right-Back",1995-10-09,"Netherlands",8000000
"Kepa Arrizabalaga",1994,"es ESP","GK","Arsenal","eng Premier League",30,1,90,0,0,0,0,0,0,"Kepa Arrizabalaga",NA,"Kepa Arrizabalaga","Kepa Arrizabalaga","Arsenal FC","premier-league","Goalkeeper","Goalkeeper",1994-10-03,"Spain",5000000
"Kervin Arriaga",1998,"hn HON","MF","Levante","es La Liga",27,27,1532,3,3,16,6,8,1,"Kervin Arriaga",NA,"Kervin Arriaga","Kervin Arriaga","Levante UD","laliga","Midfield","Defensive Midfield",1998-01-05,"Honduras",2000000
"Keven Schlotterbeck",1997,"de GER","DF","Augsburg","de Bundesliga",28,24,2031,0,1,12,3,7,1,"Keven Schlotterbeck",NA,"Keven Schlotterbeck","Keven Schlotterbeck","FC Augsburg","bundesliga","Defender","Centre-Back",1997-04-28,"Germany",6000000
"Kevin Akpoguma",1995,"ng NGA","DF","Hoffenheim","de Bundesliga",30,8,61,0,0,0,0,0,1,"Kevin Akpoguma",NA,"Kevin Akpoguma","Kevin Akpoguma","TSG 1899 Hoffenheim","bundesliga","Defender","Centre-Back",1995-04-19,"Nigeria",1500000
"Kevin Danso",1998,"at AUT","DF","Tottenham Hotspur","eng Premier League",26,24,1494,0,0,11,2,8,0,"Kevin Danso",NA,"Kevin Danso","Kevin Danso","Tottenham Hotspur","premier-league","Defender","Centre-Back",1998-09-19,"Austria",20000000
"Kevin De Bruyne",1991,"be BEL","MF","Napoli","it Serie A",34,18,1165,5,2,27,11,1,0,"Kevin De Bruyne",NA,"Kevin De Bruyne","Kevin De Bruyne","SSC Napoli","serie-a","Midfield","Attacking Midfield",1991-06-28,"Belgium",8000000
"Kevin Diks",1996,"id IDN","DF","Gladbach","de Bundesliga",28,30,2464,5,0,23,13,6,0,"Kevin Diks",NA,"Kevin Diks","Kevin Diks","Borussia Mönchengladbach","bundesliga","Defender","Centre-Back",1996-10-06,"Indonesia",5000000
"Kevin Kampl",1990,"si SVN","MF","RB Leipzig","de Bundesliga",34,3,3,0,0,0,0,0,0,"Kevin Kampl",NA,"Kevin Kampl","Kevin Kampl","RB Leipzig","bundesliga","Midfield","Central Midfield",1990-10-09,"Slovenia",3500000
"Kevin Paredes",2003,"us USA","MF","Wolfsburg","de Bundesliga",22,6,164,0,0,2,1,1,0,"Kevin Paredes",NA,"Kevin Paredes","Kevin Paredes","VfL Wolfsburg","bundesliga","Midfield","Left Midfield",2003-05-07,"United States",2000000
"Kevin Schade",2001,"de GER","MF,FW","Brentford","eng Premier League",23,35,2745,8,3,57,24,6,1,"Kevin Schade",NA,"Kevin Schade","Kevin Schade","Brentford FC","premier-league","Attack","Left Winger",2001-11-27,"Germany",35000000
"Kevin Stöger",1993,"at AUT","MF","Gladbach","de Bundesliga",31,29,1324,1,1,23,7,3,0,"Kevin Stoger",NA,"Kevin Stoger","Kevin Stöger","Borussia Mönchengladbach","bundesliga","Midfield","Attacking Midfield",1993-08-27,"Austria",1800000
"Kevin Trapp",1990,"de GER","GK","Paris FC","fr Ligue 1",35,22,1980,0,0,0,0,2,0,"Kevin Trapp",NA,"Kevin Trapp","Kevin Trapp","Paris FC","ligue-1","Goalkeeper","Goalkeeper",1990-07-08,"Germany",1800000
"Khalis Merah",2007,"fr FRA","MF,FW","Lyon","fr Ligue 1",18,22,1130,0,1,6,3,2,0,"Khalis Merah",NA,"Khalis Merah","Khalis Merah","Olympique Lyon","ligue-1","Midfield","Central Midfield",2007-02-24,"France",15000000
"Khvicha Kvaratskhelia",2001,"ge GEO","FW","Paris Saint-Germain","fr Ligue 1",24,28,1479,8,4,65,29,1,0,"Khvicha Kvaratskhelia",NA,"Khvicha Kvaratskhelia","Khvicha Kvaratskhelia","Paris Saint-Germain","ligue-1","Attack","Left Winger",2001-02-12,"Georgia",140000000
"Khéphren Thuram",2001,"fr FRA","MF","Juventus","it Serie A",24,35,2442,3,3,50,15,2,0,"Khephren Thuram",NA,"Khephren Thuram","Khéphren Thuram","Juventus FC","serie-a","Midfield","Central Midfield",2001-03-26,"France",38000000
"Ki-Jana Hoever",2002,"nl NED","MF,DF","Wolves","eng Premier League",23,8,425,0,0,1,1,0,0,"Ki-Jana Hoever",NA,"Ki-Jana Hoever","Ki-Jana Hoever","Wolverhampton Wanderers","premier-league","Defender","Right-Back",2002-01-18,"Netherlands",3500000
"Kieran Trippier",1990,"eng ENG","DF","Newcastle United","eng Premier League",34,21,1586,0,1,2,0,3,0,"Kieran Trippier",NA,"Kieran Trippier","Kieran Trippier","Newcastle United","premier-league","Defender","Right-Back",1990-09-19,"England",1500000
"Kiernan Dewsbury-Hall",1998,"eng ENG","MF","Everton","eng Premier League",26,31,2626,8,4,39,15,6,0,"Kiernan Dewsbury-Hall",NA,"Kiernan Dewsbury-Hall","Kiernan Dewsbury-Hall","Everton FC","premier-league","Midfield","Central Midfield",1998-09-06,"England",35000000
"Kike Barja",1997,"es ESP","MF","Osasuna","es La Liga",28,27,446,2,2,8,4,3,0,"Kike Barja",NA,"Kike Barja","Kike Barja","CA Osasuna","laliga","Attack","Right Winger",1997-04-01,"Spain",1500000
"Kike Salas",2002,"es ESP","DF","Sevilla","es La Liga",23,26,2203,2,0,19,8,1,0,"Kike Salas",NA,"Kike Salas","Kike Salas","Sevilla FC","laliga","Defender","Centre-Back",2002-04-23,"Spain",14000000
"Kiko Femenía",1991,"es ESP","DF,MF","Getafe","es La Liga",34,28,2008,1,1,8,3,6,0,"Kiko Femenia",NA,"Kiko Femenia","Kiko Femenía","Getafe CF","laliga","Defender","Right-Back",1991-02-02,"Spain",700000
"Kilian Fischer",2000,"de GER","DF","Wolfsburg","de Bundesliga",24,11,800,0,0,2,0,0,0,"Kilian Fischer",NA,"Kilian Fischer","Kilian Fischer","VfL Wolfsburg","bundesliga","Defender","Right-Back",2000-10-12,"Germany",4000000
"Kingsley Ehizibue",1995,"nl NED","MF,DF","Udinese","it Serie A",30,32,1811,2,0,9,2,5,0,"Kingsley Ehizibue",NA,"Kingsley Ehizibue","Kingsley Ehizibue","Udinese Calcio","serie-a","Defender","Right-Back",1995-05-25,"Netherlands",2000000
"Kjetil Haug",1998,"no NOR","GK","Toulouse","fr Ligue 1",27,1,31,0,0,0,0,0,0,"Kjetil Haug",NA,"Kjetil Haug","Kjetil Haug","FC Toulouse","ligue-1","Goalkeeper","Goalkeeper",1998-06-12,"Norway",400000
"Kobbie Mainoo",2005,"eng ENG","MF","Manchester Utd","eng Premier League",20,28,1662,1,2,13,3,2,0,"Kobbie Mainoo",NA,"Kobbie Mainoo","Kobbie Mainoo","Manchester United","premier-league","Midfield","Central Midfield",2005-04-19,"England",70000000
"Koffi Kouao",1998,"ci CIV","DF,MF","Metz","fr Ligue 1",27,27,2265,2,1,23,10,10,0,"Koffi Kouao",NA,"Koffi Kouao","Koffi Kouao","FC Metz","ligue-1","Defender","Right-Back",1998-05-20,"Cote d'Ivoire",2500000
"Kojo Peprah Oppong",2004,"gh GHA","DF","Nice","fr Ligue 1",21,29,2425,1,0,10,3,4,0,"Kojo Peprah Oppong",NA,"Kojo Peprah Oppong","Kojo Peprah Oppong","OGC Nice","ligue-1","Defender","Centre-Back",2004-06-04,"Ghana",10000000
"Koke",1992,"es ESP","MF","Atlético Madrid","es La Liga",33,34,2219,2,2,14,4,6,0,"Koke",NA,"Koke","Koke","Atlético de Madrid","laliga","Midfield","Central Midfield",1992-01-08,"Spain",5000000
"Koki Machida",1997,"jp JPN","DF","Hoffenheim","de Bundesliga",27,1,44,0,0,0,0,1,0,"Koki Machida",NA,"Koki Machida","Koki Machida","TSG 1899 Hoffenheim","bundesliga","Defender","Centre-Back",1997-08-25,"Japan",6000000
"Koni De Winter",2002,"be BEL","DF","Milan","it Serie A",23,26,1800,1,1,7,1,1,0,"Koni De Winter",NA,"Koni De Winter","Koni De Winter","AC Milan","serie-a","Defender","Centre-Back",2002-06-12,"Belgium",23000000
"Konrad Laimer",1997,"at AUT","DF","Bayern Munich","de Bundesliga",28,29,1994,3,9,17,8,9,0,"Konrad Laimer",NA,"Konrad Laimer","Konrad Laimer","Bayern Munich","bundesliga","Defender","Right-Back",1997-05-27,"Austria",32000000
"Konstantinos Koulierakis",2003,"gr GRE","DF","Wolfsburg","de Bundesliga",21,29,2482,4,1,26,12,5,0,"Konstantinos Koulierakis",NA,"Konstantinos Koulierakis","Konstantinos Koulierakis","VfL Wolfsburg","bundesliga","Defender","Centre-Back",2003-11-28,"Greece",25000000
"Konstantinos Mavropanos",1997,"gr GRE","DF","West Ham United","eng Premier League",27,31,2534,3,0,23,8,2,0,"Konstantinos Mavropanos",NA,"Konstantinos Mavropanos","Konstantinos Mavropanos","West Ham United","premier-league","Defender","Centre-Back",1997-12-11,"Greece",18000000
"Kosta Nedeljković",2005,"rs SRB","DF","RB Leipzig","de Bundesliga",19,5,251,0,0,0,0,0,0,"Kosta Nedeljkovic",NA,"Kosta Nedeljkovic","Kosta Nedeljkovic","RB Leipzig","bundesliga","Defender","Right-Back",2005-12-16,"Serbia",6000000
